,plate,fragment,location
1192,73,48,/specific/hadar1/filesC/P73-Fg048-R-C01-R01-D23082015-T101510-LR445 _PSC.jpg
1193,95,34,/specific/hadar1/filesD/P95-Fg034-R-C01-R01-D06072015-T100326-LR445 _PSC.jpg
1194,74,25,/specific/hadar1/filesC/P74-Fg025-R-C01-R01-D06082015-T145438-LR445 _PSC.jpg
1195,70,38,/specific/hadar1/filesC/P70-Fg038-R-C01-R01-D08092016-T092731-LR445 _PSC.jpg
1196,72,37,/specific/hadar1/filesC/P72-Fg037-R-C01-R01-D31082015-T091558-LR445 _PSC.jpg
1197,8,95,/specific/hadar1/filesD/P8-Fg095-R-C01-R01-D29062015-T142702-LR445 _PSC.jpg
1198,93,54,/specific/hadar1/filesD/P93-Fg054-R-C01-R01-D27052015-T144929-LR445 _PSC.jpg
1199,94,79,/specific/hadar1/filesD/P94-Fg079-R-C01-R01-D14062015-T141901-LR445 _PSC.jpg
1200,8,32,/specific/hadar1/filesD/P8-Fg032-R-C01-R01-D23062015-T133506-LR445 _PSC.jpg
1201,7,28,/specific/hadar1/filesC/P7-Fg028-R-C01-R01-D29032016-T113118-LR445 _PSC.jpg
1202,82,56,/specific/hadar1/filesD/P82-Fg056-R-C01-R01-D09102013-T152641-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1203,82,1,/specific/hadar1/filesD/P82-Fg001-R-C01-R01-D07102013-T092422-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1204,915,9,/specific/hadar1/filesD/P915-Fg009-R-C01-R01-D15102015-T085403-LR445 _PSC.jpg
1205,78,27,/specific/hadar1/filesD/P78-Fg027-R-C01-R01-D20072014-T092628-LR445 _PSC.jpg
1206,43,40,/specific/hadar1/filesC/P43-Fg040-R-C01-R01-D01122015-T151725-LR445 _PSC.jpg
1207,95,32,/specific/hadar1/filesD/P95-Fg032-R-C01-R01-D06072015-T094135-LR445 _PSC.jpg
1208,91,14,/specific/hadar1/filesD/P91-Fg014-R-C01-R01-D29032015-T111815-LR445 _PSC.jpg
1209,76,57,/specific/hadar1/filesD/P76-Fg057-R-C01-R01-D06082014-T105953-LR445 _PSC.jpg
1210,79,45,/specific/hadar1/filesD/P79-Fg045-R-C01-R01-D24072014-T112710-LR445 _PSC.jpg
1211,70,61,/specific/hadar1/filesC/P70-Fg061-R-C01-R01-D11092016-T103031-LR445 _PSC.jpg
1212,76,1,/specific/hadar1/filesD/P76-Fg001-R-C01-R01-D05082014-T093306-LR445 _PSC.jpg
1213,915,14,/specific/hadar1/filesD/P915-Fg014-R-C01-R01-D15102015-T094804-LR445 _PSC.jpg
1214,91,35,/specific/hadar1/filesD/P91-Fg035-R-C01-R01-D29032015-T144500-LR445 _PSC.jpg
1215,79,49,/specific/hadar1/filesD/P79-Fg049-R-C01-R01-D24072014-T123157-LR445 _PSC.jpg
1216,92,58,/specific/hadar1/filesD/P92-Fg058-R-C01-R01-D10052015-T121105-LR445 _PSC.jpg
1217,93,67,/specific/hadar1/filesD/P93-Fg067-R-C01-R01-D28052015-T094552-LR445 _PSC.jpg
1218,91,22,/specific/hadar1/filesD/P91-Fg022-R-C01-R01-D29032015-T124945-LR445 _PSC.jpg
1219,70,42,/specific/hadar1/filesC/P70-Fg042-R-C01-R01-D08092016-T101637-LR445 _PSC.jpg
1220,8,52,/specific/hadar1/filesD/P8-Fg052-R-C01-R01-D28062015-T093426-LR445 _PSC.jpg
1221,68,11,/specific/hadar1/filesC/P68-Fg011-R-C01-R01-D06102015-T135756-LR445 _PSC.jpg
1222,72,1,/specific/hadar1/filesC/P72-Fg001-R-C01-R01-D30082015-T094019-LR445 _PSC.jpg
1223,93,41,/specific/hadar1/filesD/P93-Fg041-R-C01-R01-D27052015-T115822-LR445 _PSC.jpg
1224,74,3,/specific/hadar1/filesC/P74-Fg003-R-C01-R01-D06082015-T101648-LR445 _PSC.jpg
1225,96,51,/specific/hadar1/filesD/P96-Fg051-R-C01-R01-D12082015-T101025-LR445 _PSC.jpg
1226,43,58,/specific/hadar1/filesC/P43-Fg058-R-C01-R01-D03122015-T122027-LR445 _PSC.jpg
1227,90,84,/specific/hadar1/filesD/P90-Fg084-R-C01-R01-D29042015-T100740-LR445 _PSC.jpg
1228,75,64,/specific/hadar1/filesD/P75-Fg064-R-C01-R01-D30072014-T152919-LR445 _PSC.jpg
1229,73,13,/specific/hadar1/filesC/P73-Fg013-R-C01-R01-D20082015-T103740-LR445 _PSC.jpg
1230,8,17,/specific/hadar1/filesD/P8-Fg017-R-C01-R01-D22062015-T132332-LR445 _PSC.jpg
1231,75,51,/specific/hadar1/filesC/P75-Fg051-R-C01-R01-D30072014-T131954-LR445 _PSC.jpg
1232,93,33,/specific/hadar1/filesD/P93-Fg033-R-C01-R01-D27052015-T100716-LR445 _PSC.jpg
1233,93,35,/specific/hadar1/filesD/P93-Fg035-R-C01-R01-D27052015-T104224-LR445 _PSC.jpg
1234,95,47,/specific/hadar1/filesD/P95-Fg047-R-C01-R01-D06072015-T130451-LR445 _PSC.jpg
1235,95,80,/specific/hadar1/filesD/P95-Fg080-R-C01-R01-D07072015-T140444-LR445 _PSC.jpg
1236,78,43,/specific/hadar1/filesD/P78-Fg043-R-C01-R01-D20072014-T124229-LR445 _PSC.jpg
1237,94,2,/specific/hadar1/filesD/P94-Fg002-R-C01-R01-D10062015-T101051-LR445 _PSC.jpg
1238,82,39,/specific/hadar1/filesD/P82-Fg039-R-C01-R01-D09102013-T114449-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1239,76,58,/specific/hadar1/filesD/P76-Fg058-R-C01-R01-D06082014-T110710-LR445 _PSC.jpg
1240,75,6,/specific/hadar1/filesC/P75-Fg006-R-C01-R01-D29072014-T131359-LR445 _PSC.jpg
1241,94,39,/specific/hadar1/filesD/P94-Fg039-R-C01-R01-D11062015-T113138-LR445 _PSC.jpg
1242,8,18,/specific/hadar1/filesD/P8-Fg018-R-C01-R01-D22062015-T133209-LR445 _PSC.jpg
1243,43,75,/specific/hadar1/filesC/P43-Fg075-R-C01-R01-D06122015-T120524-LR445 _PSC.jpg
1244,73,36,/specific/hadar1/filesC/P73-Fg036-R-C01-R01-D20082015-T143017-LR445 _PSC.jpg
1245,95,74,/specific/hadar1/filesD/P95-Fg074-R-C01-R01-D07072015-T130818-LR445 _PSC.jpg
1246,93,6,/specific/hadar1/filesD/P93-Fg006-R-C01-R01-D26052015-T130504-LR445 _PSC.jpg
1247,75,68,/specific/hadar1/filesD/P75-Fg068-R-C01-R01-D31072014-T091914-LR445 _PSC.jpg
1248,93,36,/specific/hadar1/filesD/P93-Fg036-R-C01-R01-D27052015-T104940-LR445 _PSC.jpg
1249,95,118,/specific/hadar1/filesD/P95-Fg118-R-C01-R01-D12072015-T095932-LR445 _PSC.jpg
1250,71,4,/specific/hadar1/filesC/P71-Fg004-R-C01-R01-D08092015-T141155-LR445 _PSC.jpg
1251,43,45,/specific/hadar1/filesC/P43-Fg045-R-C08-R01-D01122015-T165249-LR445 _PSC.jpg
1252,73,25,/specific/hadar1/filesC/P73-Fg025-R-C01-R01-D20082015-T125447-LR445 _PSC.jpg
1253,69,38,/specific/hadar1/filesC/P69-Fg038-R-C01-R01-D24122015-T131928-LR445 _PSC.jpg
1254,7,124,/specific/hadar1/filesC/P7-Fg124-R-C01-R01-D04042016-T124619-LR445 _PSC.jpg
1255,94,9,/specific/hadar1/filesD/P94-Fg009-R-C01-R01-D10062015-T113523-LR445 _PSC.jpg
1256,79,48,/specific/hadar1/filesD/P79-Fg048-R-C01-R01-D24072014-T122136-LR445 _PSC.jpg
1257,43,10,/specific/hadar1/filesC/P43-Fg010-R-C01-R01-D07122015-T113908-LR445 _PSC.jpg
1258,79,54,/specific/hadar1/filesD/P79-Fg054-R-C01-R01-D24072014-T130959-LR445 _PSC.jpg
1259,92,62,/specific/hadar1/filesD/P92-Fg062-R-C01-R01-D10052015-T124602-LR445 _PSC.jpg
1260,43,11,/specific/hadar1/filesC/P43-Fg011-R-C01-R01-D07122015-T114645-LR445 _PSC.jpg
1261,92,22,/specific/hadar1/filesD/P92-Fg022-R-C01-R01-D07052015-T101852-LR445 _PSC.jpg
1262,78,13,/specific/hadar1/filesD/P78-Fg013-R-C01-R01-D17072014-T113442-LR445 _PSC.jpg
1263,95,70,/specific/hadar1/filesD/P95-Fg070-R-C01-R01-D07072015-T123444-LR445 _PSC.jpg
1264,73,22,/specific/hadar1/filesC/P73-Fg022-R-C01-R01-D20082015-T123156-LR445 _PSC.jpg
1265,73,5,/specific/hadar1/filesC/P73-Fg005-R-C01-R01-D20082015-T093820-LR445 _PSC.jpg
1266,95,79,/specific/hadar1/filesD/P95-Fg079-R-C01-R01-D07072015-T135653-LR445 _PSC.jpg
1267,79,33,/specific/hadar1/filesD/P79-Fg033-R-C01-R01-D24072014-T095252-LR445 _PSC.jpg
1268,95,106,/specific/hadar1/filesD/P95-Fg106-R-C01-R01-D08072015-T130541-LR445 _PSC.jpg
1269,76,38,/specific/hadar1/filesD/P76-Fg038-R-C01-R01-D05082014-T152946-LR445 _PSC.jpg
1270,915,4,/specific/hadar1/filesD/P915-Fg004-R-C01-R01-D14102015-T152015-LR445 _PSC.jpg
1271,8,94,/specific/hadar1/filesD/P8-Fg094-R-C01-R01-D29062015-T141919-LR445 _PSC.jpg
1272,92,8,/specific/hadar1/filesD/P92-Fg008-R-C01-R01-D06052015-T144809-LR445 _PSC.jpg
1273,79,30,/specific/hadar1/filesD/P79-Fg030-R-C01-R01-D24072014-T092306-LR445 _PSC.jpg
1274,7,94,/specific/hadar1/filesC/P7-Fg094-R-C01-R01-D03042016-T130734-LR445 _PSC.jpg
1275,72,35,/specific/hadar1/filesC/P72-Fg035-R-C01-R01-D30082015-T145632-LR445 _PSC.jpg
1276,73,23,/specific/hadar1/filesC/P73-Fg023-R-C01-R01-D20082015-T123855-LR445 _PSC.jpg
1277,95,27,/specific/hadar1/filesD/P95-Fg027-R-C01-R01-D06072015-T085300-LR445 _PSC.jpg
1278,90,14,/specific/hadar1/filesD/P90-Fg014-R-C01-R01-D26042015-T130948-LR445 _PSC.jpg
1279,70,26,/specific/hadar1/filesC/P70-Fg026-R-C01-R01-D07092016-T134438-LR445 _PSC.jpg
1280,96,80,/specific/hadar1/filesD/P96-Fg080-R-C01-R01-D12082015-T152203-LR445 _PSC.jpg
1281,70,19,/specific/hadar1/filesC/P70-Fg019-R-C01-R01-D06092016-T154535-LR445 _PSC.jpg
1282,93,62,/specific/hadar1/filesD/P93-Fg062-R-C01-R01-D28052015-T090654-LR445 _PSC.jpg
1283,73,15,/specific/hadar1/filesC/P73-Fg015-R-C01-R01-D20082015-T105227-LR445 _PSC.jpg
1284,71,12,/specific/hadar1/filesC/P71-Fg012-R-C01-R01-D09092015-T094930-LR445 _PSC.jpg
1285,70,10,/specific/hadar1/filesC/P70-Fg010-R-C01-R01-D06092016-T142713-LR445 _PSC.jpg
1286,8,88,/specific/hadar1/filesD/P8-Fg088-R-C01-R01-D29062015-T132711-LR445 _PSC.jpg
1287,74,42,/specific/hadar1/filesC/P74-Fg042-R-C01-R01-D09082015-T112934-LR445 _PSC.jpg
1288,8,46,/specific/hadar1/filesD/P8-Fg046-R-C01-R01-D23062015-T154805-LR445 _PSC.jpg
1289,94,36,/specific/hadar1/filesD/P94-Fg036-R-C01-R01-D11062015-T110559-LR445 _PSC.jpg
1290,91,63,/specific/hadar1/filesD/P91-Fg063-R-C01-R01-D31032015-T093659-LR445 _PSC.jpg
1291,7,84,/specific/hadar1/filesC/P7-Fg084-R-C01-R01-D03042016-T110056-LR445 _PSC.jpg
1292,8,75,/specific/hadar1/filesD/P8-Fg075-R-C01-R01-D29062015-T110136-LR445 _PSC.jpg
1293,95,104,/specific/hadar1/filesD/P95-Fg104-R-C01-R01-D08072015-T124543-LR445 _PSC.jpg
1294,94,31,/specific/hadar1/filesD/P94-Fg031-R-C01-R01-D11062015-T093813-LR445 _PSC.jpg
1295,96,12,/specific/hadar1/filesD/P96-Fg012-R-C01-R01-D11082015-T102447-LR445 _PSC.jpg
1296,91,56,/specific/hadar1/filesD/P91-Fg056-R-C01-R01-D30032015-T153004-LR445 _PSC.jpg
1297,78,42,/specific/hadar1/filesD/P78-Fg042-R-C01-R01-D20072014-T123428-LR445 _PSC.jpg
1298,71,30,/specific/hadar1/filesC/P71-Fg030-R-C01-R01-D09092015-T123744-LR445 _PSC.jpg
1299,567,30,/specific/hadar1/filesC/P567-Fg030-R-C01-R01-D21052014-T095919-LR445 _PSC.jpg
1300,92,61,/specific/hadar1/filesD/P92-Fg061-R-C01-R01-D10052015-T123648-LR445 _PSC.jpg
1301,96,23,/specific/hadar1/filesD/P96-Fg023-R-C01-R01-D11082015-T115948-LR445 _PSC.jpg
1302,90,17,/specific/hadar1/filesD/P90-Fg017-R-C01-R01-D26042015-T133421-LR445 _PSC.jpg
1303,567,35,/specific/hadar1/filesC/P567-Fg035-R-C01-R01-D21052014-T105732-LR445 _PSC.jpg
1304,96,73,/specific/hadar1/filesD/P96-Fg073-R-C01-R01-D12082015-T133401-LR445 _PSC.jpg
1305,90,27,/specific/hadar1/filesD/P90-Fg027-R-C01-R01-D26042015-T150938-LR445 _PSC.jpg
1306,7,51,/specific/hadar1/filesC/P7-Fg051-R-C01-R01-D30032016-T103653-LR445 _PSC.jpg
1307,74,30,/specific/hadar1/filesC/P74-Fg030-R-C01-R01-D09082015-T090736-LR445 _PSC.jpg
1308,74,8,/specific/hadar1/filesC/P74-Fg008-R-C01-R01-D06082015-T105535-LR445 _PSC.jpg
1309,79,43,/specific/hadar1/filesD/P79-Fg043-R-C01-R01-D24072014-T111133-LR445 _PSC.jpg
1310,7,76,/specific/hadar1/filesC/P7-Fg076-R-C01-R01-D03042016-T093827-LR445 _PSC.jpg
1311,82,42,/specific/hadar1/filesD/P82-Fg042-R-C01-R01-D09102013-T122515-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1312,43,67,/specific/hadar1/filesC/P43-Fg067-R-C01-R01-D06122015-T103803-LR445 _PSC.jpg
1313,76,19,/specific/hadar1/filesD/P76-Fg019-R-C01-R01-D05082014-T125915-LR445 _PSC.jpg
1314,7,80,/specific/hadar1/filesC/P7-Fg080-R-C01-R01-D03042016-T101807-LR445 _PSC.jpg
1315,94,40,/specific/hadar1/filesD/P94-Fg040-R-C01-R01-D11062015-T113940-LR445 _PSC.jpg
1316,76,16,/specific/hadar1/filesD/P76-Fg016-R-C01-R01-D05082014-T114547-LR445 _PSC.jpg
1317,82,86,/specific/hadar1/filesD/P82-Fg086-R-C01-R01-D15102013-T100359-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
1318,91,44,/specific/hadar1/filesD/P91-Fg044-R-C01-R01-D30032015-T131210-LR445 _PSC.jpg
1319,96,22,/specific/hadar1/filesD/P96-Fg022-R-C01-R01-D11082015-T115233-LR445 _PSC.jpg
1320,75,37,/specific/hadar1/filesC/P75-Fg037-R-C01-R01-D30072014-T111234-LR445 _PSC.jpg
1321,93,48,/specific/hadar1/filesD/P93-Fg048-R-C01-R01-D27052015-T135524-LR445 _PSC.jpg
1322,94,62,/specific/hadar1/filesD/P94-Fg062-R-C01-R01-D14062015-T091016-LR445 _PSC.jpg
1323,93,34,/specific/hadar1/filesD/P93-Fg034-R-C01-R01-D27052015-T101443-LR445 _PSC.jpg
1324,8,54,/specific/hadar1/filesD/P8-Fg054-R-C01-R01-D28062015-T101600-LR445 _PSC.jpg
1325,915,13,/specific/hadar1/filesD/P915-Fg013-R-C01-R01-D15102015-T093027-LR445 _PSC.jpg
1326,68,38,/specific/hadar1/filesC/P68-Fg038-R-C01-R01-D07102015-T124045-LR445 _PSC.jpg
1327,71,1,/specific/hadar1/filesC/P71-Fg001-R-C01-R01-D08092015-T134750-LR445 _PSC.jpg
1328,93,45,/specific/hadar1/filesD/P93-Fg045-R-C01-R01-D27052015-T133033-LR445 _PSC.jpg
1329,94,6,/specific/hadar1/filesD/P94-Fg006-R-C01-R01-D10062015-T111222-LR445 _PSC.jpg
1330,43,78,/specific/hadar1/filesC/P43-Fg078-R-C01-R01-D06122015-T123823-LR445 _PSC.jpg
1331,68,55,/specific/hadar1/filesC/P68-Fg055-R-C01-R01-D08102015-T084154-LR445 _PSC.jpg
1332,567,22,/specific/hadar1/filesC/P567-Fg022-R-C01-R01-D20052014-T152645-LR445 _PSC.jpg
1333,75,44,/specific/hadar1/filesC/P75-Fg044-R-C01-R01-D30072014-T120425-LR445 _PSC.jpg
1334,91,77,/specific/hadar1/filesD/P91-Fg077-R-C01-R01-D31032015-T122251-LR445 _PSC.jpg
1335,94,4,/specific/hadar1/filesD/P94-Fg004-R-C01-R01-D10062015-T102652-LR445 _PSC.jpg
1336,8,9,/specific/hadar1/filesD/P8-Fg009-R-C01-R01-D22062015-T110723-LR445 _PSC.jpg
1337,581,10,/specific/hadar1/filesC/P581-Fg010-R-C01-R01-D06022014-T132414-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1338,68,74,/specific/hadar1/filesC/P68-Fg074-R-C01-R01-D08102015-T132552-LR445 _PSC.jpg
1339,95,49,/specific/hadar1/filesD/P95-Fg049-R-C01-R01-D06072015-T132207-LR445 _PSC.jpg
1340,7,46,/specific/hadar1/filesC/P7-Fg046-R-C01-R01-D30032016-T094626-LR445 _PSC.jpg
1341,93,8,/specific/hadar1/filesD/P93-Fg008-R-C01-R01-D26052015-T131915-LR445 _PSC.jpg
1342,91,33,/specific/hadar1/filesD/P91-Fg033-R-C01-R01-D29032015-T143034-LR445 _PSC.jpg
1343,91,12,/specific/hadar1/filesD/P91-Fg012-R-C01-R01-D29032015-T110232-LR445 _PSC.jpg
1344,90,25,/specific/hadar1/filesD/P90-Fg025-R-C01-R01-D26042015-T144700-LR445 _PSC.jpg
1345,78,18,/specific/hadar1/filesD/P78-Fg018-R-C01-R01-D17072014-T134414-LR445 _PSC.jpg
1346,70,76,/specific/hadar1/filesC/P70-Fg076-R-C01-R01-D11092016-T151935-LR445 _PSC.jpg
1347,79,3,/specific/hadar1/filesD/P79-Fg003-R-C01-R01-D23072014-T123041-LR445 _PSC.jpg
1348,71,36,/specific/hadar1/filesC/P71-Fg036-R-C01-R01-D09092015-T143003-LR445 _PSC.jpg
1349,93,27,/specific/hadar1/filesD/P93-Fg027-R-C01-R01-D27052015-T092130-LR445 _PSC.jpg
1350,93,4,/specific/hadar1/filesD/P93-Fg004-R-C01-R01-D26052015-T115024-LR445 _PSC.jpg
1351,7,102,/specific/hadar1/filesC/P7-Fg102-R-C01-R01-D03042016-T145753-LR445 _PSC.jpg
1352,69,3,/specific/hadar1/filesC/P69-Fg003-R-C01-R01-D23122015-T132831-LR445 _PSC.jpg
1353,95,63,/specific/hadar1/filesD/P95-Fg063-R-C01-R01-D07072015-T105300-LR445 _PSC.jpg
1354,94,17,/specific/hadar1/filesD/P94-Fg017-R-C01-R01-D10062015-T130922-LR445 _PSC.jpg
1355,7,47,/specific/hadar1/filesC/P7-Fg047-R-C01-R01-D30032016-T095536-LR445 _PSC.jpg
1356,79,47,/specific/hadar1/filesD/P79-Fg047-R-C01-R01-D24072014-T121335-LR445 _PSC.jpg
1357,93,17,/specific/hadar1/filesD/P93-Fg017-R-C01-R01-D26052015-T142956-LR445 _PSC.jpg
1358,93,14,/specific/hadar1/filesD/P93-Fg014-R-C01-R01-D26052015-T140328-LR445 _PSC.jpg
1359,75,54,/specific/hadar1/filesC/P75-Fg054-R-C01-R01-D30072014-T134334-LR445 _PSC.jpg
1360,581,11,/specific/hadar1/filesC/P581-Fg011-R-C01-R01-D06022014-T133211-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1361,74,11,/specific/hadar1/filesC/P74-Fg011-R-C01-R01-D06082015-T112214-LR445 _PSC.jpg
1362,90,65,/specific/hadar1/filesD/P90-Fg065-R-C01-R01-D28042015-T113726-LR445 _PSC.jpg
1363,93,74,/specific/hadar1/filesD/P93-Fg074-R-C01-R01-D28052015-T104306-LR445 _PSC.jpg
1364,93,52,/specific/hadar1/filesD/P93-Fg052-R-C01-R01-D27052015-T143502-LR445 _PSC.jpg
1365,68,66,/specific/hadar1/filesC/P68-Fg066-R-C01-R01-D08102015-T105909-LR445 _PSC.jpg
1366,74,46,/specific/hadar1/filesC/P74-Fg046-R-C01-R01-D09082015-T120214-LR445 _PSC.jpg
1367,94,14,/specific/hadar1/filesD/P94-Fg014-R-C01-R01-D10062015-T121240-LR445 _PSC.jpg
1368,73,47,/specific/hadar1/filesC/P73-Fg047-R-C01-R01-D23082015-T100749-LR445 _PSC.jpg
1369,94,93,/specific/hadar1/filesD/P94-Fg093-R-C01-R01-D14062015-T163205-LR445 _PSC.jpg
1370,75,69,/specific/hadar1/filesD/P75-Fg069-R-C01-R01-D31072014-T092640-LR445 _PSC.jpg
1371,74,51,/specific/hadar1/filesC/P74-Fg051-R-C01-R01-D09082015-T124140-LR445 _PSC.jpg
1372,69,40,/specific/hadar1/filesC/P69-Fg040-R-C01-R01-D24122015-T133618-LR445 _PSC.jpg
1373,96,19,/specific/hadar1/filesD/P96-Fg019-R-C01-R01-D11082015-T111706-LR445 _PSC.jpg
1374,567,24,/specific/hadar1/filesC/P567-Fg024-R-C01-R01-D20052014-T155133-LR445 _PSC.jpg
1375,95,44,/specific/hadar1/filesD/P95-Fg044-R-C01-R01-D06072015-T123847-LR445 _PSC.jpg
1376,915,11,/specific/hadar1/filesD/P915-Fg011-R-C01-R01-D15102015-T091030-LR445 _PSC.jpg
1377,75,13,/specific/hadar1/filesC/P75-Fg013-R-C01-R01-D29072014-T140943-LR445 _PSC.jpg
1378,76,41,/specific/hadar1/filesD/P76-Fg041-R-C01-R01-D06082014-T084954-LR445 _PSC.jpg
1379,70,34,/specific/hadar1/filesC/P70-Fg034-R-C01-R01-D07092016-T151135-LR445 _PSC.jpg
1380,96,78,/specific/hadar1/filesD/P96-Fg078-R-C01-R01-D12082015-T150558-LR445 _PSC.jpg
1381,93,29,/specific/hadar1/filesD/P93-Fg029-R-C01-R01-D27052015-T093626-LR445 _PSC.jpg
1382,82,72,/specific/hadar1/filesD/P82-Fg072-R-C01-R01-D13102013-T135730-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1383,90,58,/specific/hadar1/filesD/P90-Fg058-R-C01-R01-D28042015-T101753-LR445 _PSC.jpg
1384,69,17,/specific/hadar1/filesC/P69-Fg017-R-C01-R01-D23122015-T153311-LR445 _PSC.jpg
1385,7,97,/specific/hadar1/filesC/P7-Fg097-R-C01-R01-D03042016-T133815-LR445 _PSC.jpg
1386,94,85,/specific/hadar1/filesD/P94-Fg085-R-C01-R01-D14062015-T150714-LR445 _PSC.jpg
1387,93,64,/specific/hadar1/filesD/P93-Fg064-R-C01-R01-D28052015-T092141-LR445 _PSC.jpg
1388,90,78,/specific/hadar1/filesD/P90-Fg078-R-C01-R01-D28042015-T135903-LR445 _PSC.jpg
1389,78,56,/specific/hadar1/filesD/P78-Fg056-R-C01-R01-D20072014-T144439-LR445 _PSC.jpg
1390,82,74,/specific/hadar1/filesD/P82-Fg074-R-C01-R01-D13102013-T141803-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1391,93,16,/specific/hadar1/filesD/P93-Fg016-R-C01-R01-D26052015-T142244-LR445 _PSC.jpg
1392,95,99,/specific/hadar1/filesD/P95-Fg099-R-C01-R01-D08072015-T113635-LR445 _PSC.jpg
1393,79,13,/specific/hadar1/filesD/P79-Fg013-R-C01-R01-D23072014-T135502-LR445 _PSC.jpg
1394,75,52,/specific/hadar1/filesC/P75-Fg052-R-C01-R01-D30072014-T132828-LR445 _PSC.jpg
1395,90,57,/specific/hadar1/filesD/P90-Fg057-R-C01-R01-D28042015-T095153-LR445 _PSC.jpg
1396,79,4,/specific/hadar1/filesD/P79-Fg004-R-C01-R01-D23072014-T123921-LR445 _PSC.jpg
1397,78,1,/specific/hadar1/filesD/P78-Fg001-R-C01-R01-D17072014-T093606-LR445 _PSC.jpg
1398,72,45,/specific/hadar1/filesC/P72-Fg045-R-C01-R01-D31082015-T104504-LR445 _PSC.jpg
1399,82,84,/specific/hadar1/filesD/P82-Fg084-R-C01-R01-D15102013-T094708-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
1400,75,8,/specific/hadar1/filesC/P75-Fg008-R-C01-R01-D29072014-T132854-LR445 _PSC.jpg
1401,95,77,/specific/hadar1/filesD/P95-Fg077-R-C01-R01-D07072015-T133418-LR445 _PSC.jpg
1402,7,49,/specific/hadar1/filesC/P7-Fg049-R-C01-R01-D30032016-T101805-LR445 _PSC.jpg
1403,93,53,/specific/hadar1/filesD/P93-Fg053-R-C01-R01-D27052015-T144220-LR445 _PSC.jpg
1404,95,111,/specific/hadar1/filesD/P95-Fg111-R-C01-R01-D08072015-T150214-LR445 _PSC.jpg
1405,93,85,/specific/hadar1/filesD/P93-Fg085-R-C01-R01-D28052015-T142515-LR445 _PSC.jpg
1406,567,32,/specific/hadar1/filesC/P567-Fg032-R-C01-R01-D21052014-T102803-LR445 _PSC.jpg
1407,43,66,/specific/hadar1/filesC/P43-Fg066-R-C01-R02-D06122015-T102821-LR445 _PSC.jpg
1408,78,28,/specific/hadar1/filesD/P78-Fg028-R-C01-R01-D20072014-T093420-LR445 _PSC.jpg
1409,72,30,/specific/hadar1/filesC/P72-Fg030-R-C01-R01-D30082015-T141815-LR445 _PSC.jpg
1410,91,74,/specific/hadar1/filesD/P91-Fg074-R-C01-R01-D31032015-T110849-LR445 _PSC.jpg
1411,94,81,/specific/hadar1/filesD/P94-Fg081-R-C01-R01-D14062015-T143559-LR445 _PSC.jpg
1412,43,88,/specific/hadar1/filesC/P43-Fg088-R-C01-R01-D06122015-T144109-LR445 _PSC.jpg
1413,95,19,/specific/hadar1/filesD/P95-Fg019-R-C01-R01-D05072015-T140835-LR445 _PSC.jpg
1414,74,54,/specific/hadar1/filesC/P74-Fg054-R-C01-R01-D09082015-T130545-LR445 _PSC.jpg
1415,93,21,/specific/hadar1/filesD/P93-Fg021-R-C01-R01-D26052015-T150133-LR445 _PSC.jpg
1416,68,41,/specific/hadar1/filesC/P68-Fg041-R-C01-R01-D07102015-T133933-LR445 _PSC.jpg
1417,74,23,/specific/hadar1/filesC/P74-Fg023-R-C01-R01-D06082015-T143905-LR445 _PSC.jpg
1418,69,41,/specific/hadar1/filesC/P69-Fg041-R-C01-R01-D24122015-T134405-LR445 _PSC.jpg
1419,71,27,/specific/hadar1/filesC/P71-Fg027-R-C01-R01-D09092015-T121151-LR445 _PSC.jpg
1420,82,41,/specific/hadar1/filesD/P82-Fg041-R-C01-R01-D09102013-T120446-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
1421,70,77,/specific/hadar1/filesC/P70-Fg077-R-C01-R01-D11092016-T152851-LR445 _PSC.jpg
1422,91,2,/specific/hadar1/filesD/P91-Fg002-R-C01-R01-D29032015-T094703-LR445 _PSC.jpg
1423,92,33,/specific/hadar1/filesD/P92-Fg033-R-C01-R01-D07052015-T152520-LR445 _PSC.jpg
1424,71,14,/specific/hadar1/filesC/P71-Fg014-R-C01-R01-D09092015-T100821-LR445 _PSC.jpg
1425,78,11,/specific/hadar1/filesD/P78-Fg011-R-C01-R01-D17072014-T111322-LR445 _PSC.jpg
1426,69,48,/specific/hadar1/filesC/P69-Fg048-R-C02-R01-D27122015-T100753-LR445 _PSC.jpg
1427,68,56,/specific/hadar1/filesC/P68-Fg056-R-C01-R01-D08102015-T084932-LR445 _PSC.jpg
1428,95,37,/specific/hadar1/filesD/P95-Fg037-R-C01-R01-D06072015-T103726-LR445 _PSC.jpg
