,plate,fragment,location
716,76,24,/specific/hadar1/filesD/P76-Fg024-R-C01-R01-D05082014-T133600-LR445 _PSC.jpg
717,95,31,/specific/hadar1/filesD/P95-Fg031-R-C01-R01-D06072015-T093411-LR445 _PSC.jpg
718,93,38,/specific/hadar1/filesD/P93-Fg038-R-C01-R01-D27052015-T110900-LR445 _PSC.jpg
719,74,41,/specific/hadar1/filesC/P74-Fg041-R-C01-R01-D09082015-T112222-LR445 _PSC.jpg
720,90,66,/specific/hadar1/filesD/P90-Fg066-R-C01-R01-D28042015-T114527-LR445 _PSC.jpg
721,95,90,/specific/hadar1/filesD/P95-Fg090-R-C01-R01-D08072015-T092907-LR445 _PSC.jpg
722,68,65,/specific/hadar1/filesC/P68-Fg065-R-C01-R01-D08102015-T105136-LR445 _PSC.jpg
723,92,47,/specific/hadar1/filesD/P92-Fg047-R-C01-R01-D07052015-T172633-LR445 _PSC.jpg
724,95,13,/specific/hadar1/filesD/P95-Fg013-R-C01-R01-D05072015-T123409-LR445 _PSC.jpg
725,91,34,/specific/hadar1/filesD/P91-Fg034-R-C01-R01-D29032015-T143749-LR445 _PSC.jpg
726,92,14,/specific/hadar1/filesD/P92-Fg014-R-C01-R01-D07052015-T090803-LR445 _PSC.jpg
727,7,112,/specific/hadar1/filesC/P7-Fg112-R-C01-R01-D04042016-T095158-LR445 _PSC.jpg
728,93,83,/specific/hadar1/filesD/P93-Fg083-R-C01-R01-D28052015-T140458-LR445 _PSC.jpg
729,96,13,/specific/hadar1/filesD/P96-Fg013-R-C01-R01-D11082015-T103148-LR445 _PSC.jpg
730,73,12,/specific/hadar1/filesC/P73-Fg012-R-C01-R01-D20082015-T103034-LR445 _PSC.jpg
731,72,12,/specific/hadar1/filesC/P72-Fg012-R-C01-R01-D30082015-T110444-LR445 _PSC.jpg
732,93,78,/specific/hadar1/filesD/P93-Fg078-R-C01-R01-D28052015-T111417-LR445 _PSC.jpg
733,43,24,/specific/hadar1/filesC/P43-Fg024-R-C01-R01-D01122015-T104809-LR445 _PSC.jpg
734,43,84,/specific/hadar1/filesC/P43-Fg084-R-C01-R01-D07122015-T111000-LR445 _PSC.jpg
735,76,3,/specific/hadar1/filesD/P76-Fg003-R-C01-R01-D05082014-T095046-LR445 _PSC.jpg
736,74,12,/specific/hadar1/filesC/P74-Fg012-R-C01-R01-D06082015-T122342-LR445 _PSC.jpg
737,43,7,/specific/hadar1/filesC/P43-Fg007-R-C01-R01-D07122015-T111702-LR445 _PSC.jpg
738,78,24,/specific/hadar1/filesD/P78-Fg024-R-C01-R01-D17072014-T152845-LR445 _PSC.jpg
739,93,25,/specific/hadar1/filesD/P93-Fg025-R-C01-R01-D27052015-T090613-LR445 _PSC.jpg
740,68,63,/specific/hadar1/filesC/P68-Fg063-R-C01-R01-D08102015-T103553-LR445 _PSC.jpg
741,96,26,/specific/hadar1/filesD/P96-Fg026-R-C01-R01-D11082015-T125146-LR445 _PSC.jpg
742,95,108,/specific/hadar1/filesD/P95-Fg108-R-C01-R01-D08072015-T142503-LR445 _PSC.jpg
743,581,13,/specific/hadar1/filesC/P581-Fg013-R-C01-R01-D06022014-T134859-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
744,92,59,/specific/hadar1/filesD/P92-Fg059-R-C01-R01-D10052015-T121928-LR445 _PSC.jpg
745,915,18,/specific/hadar1/filesD/P915-Fg018-R-C01-R01-D15102015-T102803-LR445 _PSC.jpg
746,92,29,/specific/hadar1/filesD/P92-Fg029-R-C01-R01-D07052015-T133940-LR445 _PSC.jpg
747,75,60,/specific/hadar1/filesD/P75-Fg060-R-C01-R01-D30072014-T142713-LR445 _PSC.jpg
748,8,4,/specific/hadar1/filesD/P8-Fg004-R-C01-R01-D22062015-T101508-LR445 _PSC.jpg
749,95,10,/specific/hadar1/filesD/P95-Fg010-R-C01-R01-D05072015-T120543-LR445 _PSC.jpg
750,7,32,/specific/hadar1/filesC/P7-Fg032-R-C01-R01-D29032016-T124647-LR445 _PSC.jpg
751,581,8,/specific/hadar1/filesC/P581-Fg008-R-C01-R01-D06022014-T130631-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
752,94,27,/specific/hadar1/filesD/P94-Fg027-R-C01-R01-D11062015-T090443-LR445 _PSC.jpg
753,71,23,/specific/hadar1/filesC/P71-Fg023-R-C01-R01-D09092015-T113651-LR445 _PSC.jpg
754,68,31,/specific/hadar1/filesC/P68-Fg031-R-C01-R01-D07102015-T114600-LR445 _PSC.jpg
755,72,3,/specific/hadar1/filesC/P72-Fg003-R-C01-R01-D30082015-T095456-LR445 _PSC.jpg
756,69,5,/specific/hadar1/filesC/P69-Fg005-R-C01-R01-D23122015-T134459-LR445 _PSC.jpg
757,71,34,/specific/hadar1/filesC/P71-Fg034-R-C01-R01-D09092015-T141506-LR445 _PSC.jpg
758,96,20,/specific/hadar1/filesD/P96-Fg020-R-C01-R01-D11082015-T113632-LR445 _PSC.jpg
759,8,86,/specific/hadar1/filesD/P8-Fg086-R-C01-R01-D29062015-T130928-LR445 _PSC.jpg
760,79,31,/specific/hadar1/filesD/P79-Fg031-R-C01-R01-D24072014-T093357-LR445 _PSC.jpg
761,94,71,/specific/hadar1/filesD/P94-Fg071-R-C01-R01-D14062015-T130039-LR445 _PSC.jpg
762,8,23,/specific/hadar1/filesD/P8-Fg023-R-C01-R01-D22062015-T152246-LR445 _PSC.jpg
763,95,84,/specific/hadar1/filesD/P95-Fg084-R-C01-R01-D07072015-T144534-LR445 _PSC.jpg
764,78,16,/specific/hadar1/filesD/P78-Fg016-R-C01-R01-D17072014-T123701-LR445 _PSC.jpg
765,94,66,/specific/hadar1/filesD/P94-Fg066-R-C01-R01-D14062015-T122307-LR445 _PSC.jpg
766,74,43,/specific/hadar1/filesC/P74-Fg043-R-C01-R01-D09082015-T113750-LR445 _PSC.jpg
767,68,29,/specific/hadar1/filesC/P68-Fg029-R-C01-R01-D07102015-T113039-LR445 _PSC.jpg
768,91,32,/specific/hadar1/filesD/P91-Fg032-R-C01-R01-D29032015-T142249-LR445 _PSC.jpg
769,82,40,/specific/hadar1/filesD/P82-Fg040-R-C01-R01-D09102013-T115507-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
770,76,52,/specific/hadar1/filesD/P76-Fg052-R-C01-R01-D06082014-T102011-LR445 _PSC.jpg
771,43,68,/specific/hadar1/filesC/P43-Fg068-R-C01-R01-D06122015-T104657-LR445 _PSC.jpg
772,92,10,/specific/hadar1/filesD/P92-Fg010-R-C01-R01-D06052015-T151249-LR445 _PSC.jpg
773,71,45,/specific/hadar1/filesC/P71-Fg045-R-C01-R01-D10092015-T091930-LR445 _PSC.jpg
774,82,23,/specific/hadar1/filesD/P82-Fg023-R-C01-R01-D09102013-T085341-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
775,73,1,/specific/hadar1/filesC/P73-Fg001-R-C01-R01-D19082015-T141737-LR445 _PSC.jpg
776,93,61,/specific/hadar1/filesD/P93-Fg061-R-C01-R01-D28052015-T085858-LR445 _PSC.jpg
777,82,10,/specific/hadar1/filesD/P82-Fg010-R-C01-R01-D07102013-T105316-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
778,43,6,/specific/hadar1/filesC/P43-Fg006-R-C01-R01-D30112015-T133204-LR445 _PSC.jpg
779,79,68,/specific/hadar1/filesD/P79-Fg068-R-C01-R01-D24072014-T145617-LR445 _PSC.jpg
780,96,41,/specific/hadar1/filesD/P96-Fg041-R-C01-R01-D12082015-T085350-LR445 _PSC.jpg
781,96,82,/specific/hadar1/filesD/P96-Fg082-R-C01-R01-D12082015-T154623-LR445 _PSC.jpg
782,95,98,/specific/hadar1/filesD/P95-Fg098-R-C01-R01-D08072015-T103622-LR445 _PSC.jpg
783,91,21,/specific/hadar1/filesD/P91-Fg021-R-C01-R01-D29032015-T121203-LR445 _PSC.jpg
784,82,73,/specific/hadar1/filesD/P82-Fg073-R-C01-R01-D13102013-T140731-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
785,68,40,/specific/hadar1/filesC/P68-Fg040-R-C01-R01-D07102015-T125608-LR445 _PSC.jpg
786,68,30,/specific/hadar1/filesC/P68-Fg030-R-C01-R01-D07102015-T113808-LR445 _PSC.jpg
787,95,43,/specific/hadar1/filesD/P95-Fg043-R-C01-R01-D06072015-T120625-LR445 _PSC.jpg
788,70,74,/specific/hadar1/filesC/P70-Fg074-R-C01-R01-D11092016-T135841-LR445 _PSC.jpg
789,90,64,/specific/hadar1/filesD/P90-Fg064-R-C01-R01-D28042015-T112911-LR445 _PSC.jpg
790,94,51,/specific/hadar1/filesD/P94-Fg051-R-C01-R01-D11062015-T134116-LR445 _PSC.jpg
791,90,43,/specific/hadar1/filesD/P90-Fg043-R-C01-R01-D27042015-T110443-LR445 _PSC.jpg
792,91,52,/specific/hadar1/filesD/P91-Fg052-R-C01-R01-D30032015-T145929-LR445 _PSC.jpg
793,70,6,/specific/hadar1/filesC/P70-Fg006-R-C01-R01-D06092016-T135456-LR445 _PSC.jpg
794,94,34,/specific/hadar1/filesD/P94-Fg034-R-C01-R01-D11062015-T100300-LR445 _PSC.jpg
795,96,15,/specific/hadar1/filesD/P96-Fg015-R-C01-R01-D11082015-T104643-LR445 _PSC.jpg
796,75,46,/specific/hadar1/filesC/P75-Fg046-R-C01-R01-D30072014-T122011-LR445 _PSC.jpg
797,69,56,/specific/hadar1/filesC/P69-Fg056-R-C02-R01-D27122015-T142710-LR445 _PSC.jpg
798,8,28,/specific/hadar1/filesD/P8-Fg028-R-C01-R01-D23062015-T125552-LR445 _PSC.jpg
799,91,65,/specific/hadar1/filesD/P91-Fg065-R-C01-R01-D31032015-T100208-LR445 _PSC.jpg
800,91,78,/specific/hadar1/filesD/P91-Fg078-R-C01-R01-D31032015-T123008-LR445 _PSC.jpg
801,74,48,/specific/hadar1/filesC/P74-Fg048-R-C01-R01-D09082015-T121649-LR445 _PSC.jpg
802,90,32,/specific/hadar1/filesD/P90-Fg032-R-C01-R01-D27042015-T092454-LR445 _PSC.jpg
803,94,48,/specific/hadar1/filesD/P94-Fg048-R-C01-R01-D11062015-T131819-LR445 _PSC.jpg
804,68,18,/specific/hadar1/filesC/P68-Fg018-R-C01-R01-D06102015-T152103-LR445 _PSC.jpg
805,8,91,/specific/hadar1/filesD/P8-Fg091-R-C01-R01-D29062015-T135636-LR445 _PSC.jpg
806,95,50,/specific/hadar1/filesD/P95-Fg050-R-C01-R01-D06072015-T132942-LR445 _PSC.jpg
807,7,117,/specific/hadar1/filesC/P7-Fg117-R-C01-R01-D04042016-T105448-LR445 _PSC.jpg
808,76,51,/specific/hadar1/filesD/P76-Fg051-R-C01-R01-D06082014-T101214-LR445 _PSC.jpg
809,95,30,/specific/hadar1/filesD/P95-Fg030-R-C01-R01-D06072015-T092640-LR445 _PSC.jpg
810,95,4,/specific/hadar1/filesD/P95-Fg004-R-C01-R01-D05072015-T100341-LR445 _PSC.jpg
811,96,50,/specific/hadar1/filesD/P96-Fg050-R-C01-R01-D12082015-T100314-LR445 _PSC.jpg
812,76,20,/specific/hadar1/filesD/P76-Fg020-R-C01-R01-D05082014-T130650-LR445 _PSC.jpg
813,8,15,/specific/hadar1/filesD/P8-Fg015-R-C01-R01-D22062015-T124559-LR445 _PSC.jpg
814,7,4,/specific/hadar1/filesC/P7-Fg004-R-C01-R01-D28032016-T132122-LR445 _PSC.jpg
815,92,45,/specific/hadar1/filesD/P92-Fg045-R-C01-R01-D07052015-T171046-LR445 _PSC.jpg
816,79,37,/specific/hadar1/filesD/P79-Fg037-R-C01-R01-D24072014-T102710-LR445 _PSC.jpg
817,70,67,/specific/hadar1/filesC/P70-Fg067-R-C01-R01-D11092016-T120531-LR445 _PSC.jpg
818,8,69,/specific/hadar1/filesD/P8-Fg069-R-C01-R01-D28062015-T150333-LR445 _PSC.jpg
819,7,114,/specific/hadar1/filesC/P7-Fg114-R-C01-R01-D04042016-T101913-LR445 _PSC.jpg
820,78,14,/specific/hadar1/filesD/P78-Fg014-R-C01-R01-D17072014-T114250-LR445 _PSC.jpg
821,70,21,/specific/hadar1/filesC/P70-Fg021-R-C01-R01-D07092016-T094938-LR445 _PSC.jpg
822,581,14,/specific/hadar1/filesC/P581-Fg014-R-C01-R01-D06022014-T135742-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
823,68,6,/specific/hadar1/filesC/P68-Fg006-R-C01-R01-D06102015-T132009-LR445 _PSC.jpg
824,70,83,/specific/hadar1/filesC/P70-Fg083-R-C01-R01-D11092016-T172956-LR445 _PSC.jpg
825,7,29,/specific/hadar1/filesC/P7-Fg029-R-C01-R01-D29032016-T114450-LR445 _PSC.jpg
826,79,56,/specific/hadar1/filesD/P79-Fg056-R-C01-R01-D24072014-T132618-LR445 _PSC.jpg
827,43,15,/specific/hadar1/filesC/P43-Fg015-R-C01-R01-D30112015-T145633-LR445 _PSC.jpg
828,82,76,/specific/hadar1/filesD/P82-Fg076-R-C01-R01-D13102013-T150239-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
829,78,60,/specific/hadar1/filesD/P78-Fg060-R-C01-R01-D20072014-T152102-LR445 _PSC.jpg
830,75,24,/specific/hadar1/filesC/P75-Fg024-R-C01-R01-D29072014-T154329-LR445 _PSC.jpg
831,43,94,/specific/hadar1/filesC/P43-Fg094-R-C01-R01-D07122015-T110229-LR445 _PSC.jpg
832,90,47,/specific/hadar1/filesD/P90-Fg047-R-C01-R01-D27042015-T125944-LR445 _PSC.jpg
833,74,45,/specific/hadar1/filesC/P74-Fg045-R-C01-R01-D09082015-T115338-LR445 _PSC.jpg
834,95,102,/specific/hadar1/filesD/P95-Fg102-R-C01-R01-D08072015-T123011-LR445 _PSC.jpg
835,82,21,/specific/hadar1/filesD/P82-Fg021-R-C01-R01-D07102013-T154435-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
836,90,13,/specific/hadar1/filesD/P90-Fg013-R-C01-R01-D26042015-T130207-LR445 _PSC.jpg
837,8,31,/specific/hadar1/filesD/P8-Fg031-R-C01-R01-D23062015-T132626-LR445 _PSC.jpg
838,68,20,/specific/hadar1/filesC/P68-Fg020-R-C01-R01-D06102015-T153517-LR445 _PSC.jpg
839,90,52,/specific/hadar1/filesD/P90-Fg052-R-C01-R01-D28042015-T090828-LR445 _PSC.jpg
840,90,44,/specific/hadar1/filesD/P90-Fg044-R-C01-R01-D27042015-T111207-LR445 _PSC.jpg
841,73,30,/specific/hadar1/filesC/P73-Fg030-R-C01-R01-D20082015-T134533-LR445 _PSC.jpg
842,74,17,/specific/hadar1/filesC/P74-Fg017-R-C01-R01-D06082015-T131047-LR445 _PSC.jpg
843,82,83,/specific/hadar1/filesD/P82-Fg083-R-C01-R01-D15102013-T093852-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
844,68,61,/specific/hadar1/filesC/P68-Fg061-R-C01-R01-D08102015-T093010-LR445 _PSC.jpg
845,7,50,/specific/hadar1/filesC/P7-Fg050-R-C01-R01-D30032016-T102656-LR445 _PSC.jpg
846,68,60,/specific/hadar1/filesC/P68-Fg060-R-C01-R01-D08102015-T092255-LR445 _PSC.jpg
847,71,40,/specific/hadar1/filesC/P71-Fg040-R-C01-R01-D09092015-T153040-LR445 _PSC.jpg
848,90,70,/specific/hadar1/filesD/P90-Fg070-R-C01-R01-D28042015-T125540-LR445 _PSC.jpg
849,7,52,/specific/hadar1/filesC/P7-Fg052-R-C01-R01-D30032016-T104544-LR445 _PSC.jpg
850,90,30,/specific/hadar1/filesD/P90-Fg030-R-C01-R01-D27042015-T090801-LR445 _PSC.jpg
851,90,50,/specific/hadar1/filesD/P90-Fg050-R-C01-R01-D27042015-T133528-LR445 _PSC.jpg
852,96,2,/specific/hadar1/filesD/P96-Fg002-R-C01-R01-D10082015-T131440-LR445 _PSC.jpg
853,75,10,/specific/hadar1/filesC/P75-Fg010-R-C01-R01-D29072014-T134746-LR445 _PSC.jpg
854,79,1,/specific/hadar1/filesD/P79-Fg001-R-C01-R01-D23072014-T121422-LR445 _PSC.jpg
855,90,48,/specific/hadar1/filesD/P90-Fg048-R-C01-R01-D27042015-T131509-LR445 _PSC.jpg
856,90,62,/specific/hadar1/filesD/P90-Fg062-R-C01-R01-D28042015-T105745-LR445 _PSC.jpg
857,74,27,/specific/hadar1/filesC/P74-Fg027-R-C01-R01-D09082015-T084055-LR445 _PSC.jpg
858,82,62,/specific/hadar1/filesD/P82-Fg062-R-C01-R01-D13102013-T102735-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
859,94,44,/specific/hadar1/filesD/P94-Fg044-R-C01-R01-D11062015-T124524-LR445 _PSC.jpg
860,915,22,/specific/hadar1/filesD/P915-Fg022-R-C01-R01-D15102015-T105758-LR445 _PSC.jpg
861,615,4,/specific/hadar1/filesC/P615-Fg004-R-C01-R01-D26112013-T102500-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
862,76,22,/specific/hadar1/filesD/P76-Fg022-R-C01-R01-D05082014-T132134-LR445 _PSC.jpg
863,7,14,/specific/hadar1/filesC/P7-Fg014-R-C01-R01-D28032016-T144907-LR445 _PSC.jpg
864,93,59,/specific/hadar1/filesD/P93-Fg059-R-C01-R01-D27052015-T152713-LR445 _PSC.jpg
865,75,58,/specific/hadar1/filesD/P75-Fg058-R-C01-R01-D30072014-T141304-LR445 _PSC.jpg
866,8,40,/specific/hadar1/filesD/P8-Fg040-R-C01-R01-D23062015-T145640-LR445 _PSC.jpg
867,78,41,/specific/hadar1/filesD/P78-Fg041-R-C01-R01-D20072014-T122556-LR445 _PSC.jpg
868,73,10,/specific/hadar1/filesC/P73-Fg010-R-C01-R01-D20082015-T101528-LR445 _PSC.jpg
869,70,68,/specific/hadar1/filesC/P70-Fg068-R-C01-R01-D11092016-T124012-LR445 _PSC.jpg
870,71,17,/specific/hadar1/filesC/P71-Fg017-R-C01-R01-D09092015-T103232-LR445 _PSC.jpg
871,95,109,/specific/hadar1/filesD/P95-Fg109-R-C01-R01-D08072015-T143525-LR445 _PSC.jpg
872,75,49,/specific/hadar1/filesC/P75-Fg049-R-C01-R01-D30072014-T130520-LR445 _PSC.jpg
873,697,14,/specific/hadar1/filesC/P697-Fg014-R-C01-R01-D31122013-T131038-LR445 _ColorCalData_IAA_Left_CC110304_110702.jpg
874,75,22,/specific/hadar1/filesC/P75-Fg022-R-C01-R01-D29072014-T152922-LR445 _PSC.jpg
875,71,25,/specific/hadar1/filesC/P71-Fg025-R-C01-R01-D09092015-T115422-LR445 _PSC.jpg
876,76,31,/specific/hadar1/filesD/P76-Fg031-R-C01-R01-D05082014-T143342-LR445 _PSC.jpg
877,7,38,/specific/hadar1/filesC/P7-Fg038-R-C01-R01-D29032016-T134853-LR445 _PSC.jpg
878,93,77,/specific/hadar1/filesD/P93-Fg077-R-C01-R01-D28052015-T110659-LR445 _PSC.jpg
879,79,24,/specific/hadar1/filesD/P79-Fg024-R-C01-R01-D23072014-T153931-LR445 _PSC.jpg
880,94,55,/specific/hadar1/filesD/P94-Fg055-R-C01-R01-D11062015-T142752-LR445 _PSC.jpg
881,69,36,/specific/hadar1/filesC/P69-Fg036-R-C01-R01-D24122015-T125901-LR445 _PSC.jpg
882,70,13,/specific/hadar1/filesC/P70-Fg013-R-C01-R01-D06092016-T145626-LR445 _PSC.jpg
883,96,18,/specific/hadar1/filesD/P96-Fg018-R-C01-R01-D11082015-T110954-LR445 _PSC.jpg
884,91,57,/specific/hadar1/filesD/P91-Fg057-R-C01-R01-D30032015-T153823-LR445 _PSC.jpg
885,915,21,/specific/hadar1/filesD/P915-Fg021-R-C01-R01-D15102015-T105029-LR445 _PSC.jpg
886,71,42,/specific/hadar1/filesC/P71-Fg042-R-C01-R01-D09092015-T154540-LR445 _PSC.jpg
887,93,10,/specific/hadar1/filesD/P93-Fg010-R-C01-R01-D26052015-T133414-LR445 _PSC.jpg
888,8,30,/specific/hadar1/filesD/P8-Fg030-R-C01-R01-D23062015-T131742-LR445 _PSC.jpg
889,76,49,/specific/hadar1/filesD/P76-Fg049-R-C01-R01-D06082014-T095400-LR445 _PSC.jpg
890,94,74,/specific/hadar1/filesD/P94-Fg074-R-C01-R01-D14062015-T133714-LR445 _PSC.jpg
891,43,81,/specific/hadar1/filesC/P43-Fg081-R-C01-R01-D06122015-T134436-LR445 _PSC.jpg
892,94,82,/specific/hadar1/filesD/P94-Fg082-R-C01-R01-D14062015-T144340-LR445 _PSC.jpg
893,79,19,/specific/hadar1/filesD/P79-Fg019-R-C01-R01-D23072014-T144212-LR445 _PSC.jpg
894,70,27,/specific/hadar1/filesC/P70-Fg027-R-C01-R01-D07092016-T135324-LR445 _PSC.jpg
895,93,46,/specific/hadar1/filesD/P93-Fg046-R-C01-R01-D27052015-T133746-LR445 _PSC.jpg
896,94,46,/specific/hadar1/filesD/P94-Fg046-R-C01-R01-D11062015-T130243-LR445 _PSC.jpg
897,78,10,/specific/hadar1/filesD/P78-Fg010-R-C01-R01-D17072014-T110512-LR445 _PSC.jpg
898,93,50,/specific/hadar1/filesD/P93-Fg050-R-C01-R01-D27052015-T142024-LR445 _PSC.jpg
899,82,77,/specific/hadar1/filesD/P82-Fg077-R-C01-R01-D13102013-T151416-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
900,74,33,/specific/hadar1/filesC/P74-Fg033-R-C01-R01-D09082015-T093448-LR445 _PSC.jpg
901,92,35,/specific/hadar1/filesD/P92-Fg035-R-C01-R01-D07052015-T154032-LR445 _PSC.jpg
902,72,38,/specific/hadar1/filesC/P72-Fg038-R-C01-R01-D31082015-T093146-LR445 _PSC.jpg
903,7,24,/specific/hadar1/filesC/P7-Fg024-R-C01-R01-D29032016-T104605-LR445 _PSC.jpg
904,70,82,/specific/hadar1/filesC/P70-Fg082-R-C01-R01-D11092016-T172227-LR445 _PSC.jpg
905,7,20,/specific/hadar1/filesC/P7-Fg020-R-C01-R01-D29032016-T100811-LR445 _PSC.jpg
906,74,5,/specific/hadar1/filesC/P74-Fg005-R-C01-R01-D06082015-T103221-LR445 _PSC.jpg
907,69,29,/specific/hadar1/filesC/P69-Fg029-R-C01-R01-D24122015-T110809-LR445 _PSC.jpg
908,69,62,/specific/hadar1/filesC/P69-Fg062-R-C02-R01-D27122015-T151712-LR445 _PSC.jpg
909,95,48,/specific/hadar1/filesD/P95-Fg048-R-C01-R01-D06072015-T131312-LR445 _PSC.jpg
910,92,15,/specific/hadar1/filesD/P92-Fg015-R-C01-R01-D07052015-T091609-LR445 _PSC.jpg
911,78,30,/specific/hadar1/filesD/P78-Fg030-R-C01-R01-D20072014-T095608-LR445 _PSC.jpg
912,82,55,/specific/hadar1/filesD/P82-Fg055-R-C01-R01-D09102013-T151745-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
913,7,89,/specific/hadar1/filesC/P7-Fg089-R-C01-R01-D03042016-T122054-LR445 _PSC.jpg
914,95,23,/specific/hadar1/filesD/P95-Fg023-R-C01-R01-D05072015-T145054-LR445 _PSC.jpg
915,91,53,/specific/hadar1/filesD/P91-Fg053-R-C01-R01-D30032015-T150719-LR445 _PSC.jpg
916,95,2,/specific/hadar1/filesD/P95-Fg002-R-C01-R01-D05072015-T094755-LR445 _PSC.jpg
917,92,13,/specific/hadar1/filesD/P92-Fg013-R-C01-R01-D07052015-T090002-LR445 _PSC.jpg
918,95,76,/specific/hadar1/filesD/P95-Fg076-R-C01-R01-D07072015-T132410-LR445 _PSC.jpg
919,73,16,/specific/hadar1/filesC/P73-Fg016-R-C01-R01-D20082015-T105958-LR445 _PSC.jpg
920,72,11,/specific/hadar1/filesC/P72-Fg011-R-C01-R01-D30082015-T105456-LR445 _PSC.jpg
921,7,82,/specific/hadar1/filesC/P7-Fg082-R-C01-R01-D03042016-T103605-LR445 _PSC.jpg
922,68,14,/specific/hadar1/filesC/P68-Fg014-R-C01-R01-D06102015-T144202-LR445 _PSC.jpg
923,76,23,/specific/hadar1/filesD/P76-Fg023-R-C01-R01-D05082014-T132833-LR445 _PSC.jpg
924,70,20,/specific/hadar1/filesC/P70-Fg020-R-C01-R01-D07092016-T091355-LR445 _PSC.jpg
925,8,44,/specific/hadar1/filesD/P8-Fg044-R-C01-R01-D23062015-T153244-LR445 _PSC.jpg
926,75,15,/specific/hadar1/filesC/P75-Fg015-R-C01-R01-D29072014-T142529-LR445 _PSC.jpg
927,8,50,/specific/hadar1/filesD/P8-Fg050-R-C01-R01-D23062015-T163632-LR445 _PSC.jpg
928,8,79,/specific/hadar1/filesD/P8-Fg079-R-C01-R01-D29062015-T113304-LR445 _PSC.jpg
929,94,42,/specific/hadar1/filesD/P94-Fg042-R-C01-R01-D11062015-T122939-LR445 _PSC.jpg
930,96,1,/specific/hadar1/filesD/P96-Fg001-R-C01-R01-D10082015-T130641-LR445 _PSC.jpg
931,76,2,/specific/hadar1/filesD/P76-Fg002-R-C01-R01-D05082014-T094200-LR445 _PSC.jpg
932,79,25,/specific/hadar1/filesD/P79-Fg025-R-C01-R01-D23072014-T154749-LR445 _PSC.jpg
933,93,76,/specific/hadar1/filesD/P93-Fg076-R-C01-R01-D28052015-T105855-LR445 _PSC.jpg
934,79,23,/specific/hadar1/filesD/P79-Fg023-R-C01-R01-D23072014-T153201-LR445 _PSC.jpg
935,74,37,/specific/hadar1/filesC/P74-Fg037-R-C01-R01-D09082015-T102837-LR445 _PSC.jpg
936,94,68,/specific/hadar1/filesD/P94-Fg068-R-C01-R01-D14062015-T123834-LR445 _PSC.jpg
937,76,10,/specific/hadar1/filesD/P76-Fg010-R-C01-R01-D05082014-T105754-LR445 _PSC.jpg
938,43,69,/specific/hadar1/filesC/P43-Fg069-R-C01-R01-D06122015-T105552-LR445 _PSC.jpg
939,78,52,/specific/hadar1/filesD/P78-Fg052-R-C01-R01-D20072014-T141317-LR445 _PSC.jpg
940,43,83,/specific/hadar1/filesC/P43-Fg083-R-C01-R01-D06122015-T135958-LR445 _PSC.jpg
941,8,82,/specific/hadar1/filesD/P8-Fg082-R-C01-R01-D29062015-T123640-LR445 _PSC.jpg
942,91,80,/specific/hadar1/filesD/P91-Fg080-R-C01-R01-D31032015-T124458-LR445 _PSC.jpg
943,94,83,/specific/hadar1/filesD/P94-Fg083-R-C01-R01-D14062015-T145134-LR445 _PSC.jpg
944,69,22,/specific/hadar1/filesC/P69-Fg022-R-C01-R01-D24122015-T100955-LR445 _PSC.jpg
945,69,18,/specific/hadar1/filesC/P69-Fg018-R-C01-R01-D24122015-T091627-LR445 _PSC.jpg
946,7,63,/specific/hadar1/filesC/P7-Fg063-R-C01-R01-D30032016-T131412-LR445 _PSC.jpg
947,72,47,/specific/hadar1/filesC/P72-Fg047-R-C01-R01-D31082015-T110310-LR445 _PSC.jpg
948,8,97,/specific/hadar1/filesD/P8-Fg097-R-C01-R01-D29062015-T144335-LR445 _PSC.jpg
949,79,28,/specific/hadar1/filesD/P79-Fg028-R-C01-R01-D24072014-T090818-LR445 _PSC.jpg
950,82,6,/specific/hadar1/filesD/P82-Fg006-R-C01-R01-D07102013-T101812-LR445 _ColorCalData_IAA_Both_CC110304_110702.jpg
951,8,84,/specific/hadar1/filesD/P8-Fg084-R-C01-R01-D29062015-T125300-LR445 _PSC.jpg
952,92,28,/specific/hadar1/filesD/P92-Fg028-R-C01-R01-D07052015-T133119-LR445 _PSC.jpg
953,90,41,/specific/hadar1/filesD/P90-Fg041-R-C01-R01-D27042015-T103912-LR445 _PSC.jpg
954,79,46,/specific/hadar1/filesD/P79-Fg046-R-C01-R01-D24072014-T113437-LR445 _PSC.jpg
955,43,44,/specific/hadar1/filesC/P43-Fg044-R-C08-R01-D01122015-T164404-LR445 _PSC.jpg
